"구분별","피해정도별","항목","단위","2013 년","2014 년","2015 년","2016 년","2017 년","2019 년","2020 년","2021 년","2022 년",
"동대문구","종합","현대사회 위험요인에 따른 피해정도","","5.87","6.4","6.18","6.28","6.03","","6.74","6.9533582","6.4412743",
"동대문구","자연재해","현대사회 위험요인에 따른 피해정도","","7.11","6.5","6.18","6.58","5.44","","5.92","5.8852949","6.1490124",
"동대문구","교통사고","현대사회 위험요인에 따른 피해정도","","6.58","6.8","","","","","","","",
"동대문구","안전사고","현대사회 위험요인에 따른 피해정도","","","","6.5","6.1","5.94","","5.89","6.2921018","6.261633",
"동대문구","실업","현대사회 위험요인에 따른 피해정도","","5.66","6.3","6.18","6.29","6.5","","7.37","7.3190662","6.4973192",
"동대문구","핵폐기물 방사능 사고","현대사회 위험요인에 따른 피해정도","","6.24","7","6.46","6.87","6.04","","5.77","","",
"동대문구","감염병","현대사회 위험요인에 따른 피해정도","","5.51","6.6","6.4","6.66","5.98","","7.91","7.7149124","7.5414707",
"동대문구","부정부패","현대사회 위험요인에 따른 피해정도","","5.24","5.8","5.84","5.79","6.14","","7.16","7.375725","6.5713803",
"동대문구","폭력 범죄","현대사회 위험요인에 따른 피해정도","","6.17","6.6","6.35","6.37","6.37","","6.75","6.9618962","6.284027",
"동대문구","사회 갈등","현대사회 위험요인에 따른 피해정도","","5.39","5.9","5.7","5.8","5.9","","7.24","7.4207874","6.6698501",
"동대문구","경제위기","현대사회 위험요인에 따른 피해정도","","5.99","6.6","6.27","6.43","6.3","","7.15","7.0305859","6.6234703",
"동대문구","사이버 보안, 개인정보유출 문제","현대사회 위험요인에 따른 피해정도","","","","","","","","","6.4588299","5.8273859",
"동대문구","안보","현대사회 위험요인에 따른 피해정도","","","","6.22","6.12","5.82","","6.52","","",
"동대문구","컴퓨터 바이러스 사이버범죄로 인한 혼란","현대사회 위험요인에 따른 피해정도","","5","6.5","5.89","6.05","5.86","","6.51","","",
"동대문구","인터넷 상의 괴롭힘","현대사회 위험요인에 따른 피해정도","","6.56","7","","","","","6.71","7.0743824","6.150199",
"동대문구","화재","현대사회 위험요인에 따른 피해정도","","5.39","6","","","","","","","",
"동대문구","빈부격차 확대","현대사회 위험요인에 따른 피해정도","","5.41","6.1","","","","","","","",
"동대문구","아동, 노인, 장애인 방임 및 학대","현대사회 위험요인에 따른 피해정도","","","","","","","","","","6.2782697",
"중랑구","종합","현대사회 위험요인에 따른 피해정도","","6.2","5.9","6.18","6.11","6.25","","6.73","6.9034799","6.3274561",
"중랑구","자연재해","현대사회 위험요인에 따른 피해정도","","6.58","5.9","6.23","6.34","6.27","","5.9","6.1722097","6.3142026",
"중랑구","교통사고","현대사회 위험요인에 따른 피해정도","","6.16","6.2","","","","","","","",
"중랑구","안전사고","현대사회 위험요인에 따른 피해정도","","","","6.21","6.01","6.32","","6.01","6.2161684","6.4454149",
"중랑구","실업","현대사회 위험요인에 따른 피해정도","","6.13","6.2","6.19","6.29","6.37","","7.54","7.2620583","6.3150507",
"중랑구","핵폐기물 방사능 사고","현대사회 위험요인에 따른 피해정도","","6.28","5.8","6.72","6.57","6.39","","5.8","","",
"중랑구","감염병","현대사회 위험요인에 따른 피해정도","","6.04","6.1","6.44","6.34","6.44","","8.23","7.8230525","6.8526515",
"중랑구","부정부패","현대사회 위험요인에 따른 피해정도","","5.82","5.6","5.83","5.7","5.96","","7.19","7.1799902","6.2175632",
"중랑구","폭력 범죄","현대사회 위험요인에 따른 피해정도","","6.46","6","6.39","6.37","6.44","","6.71","6.8434442","6.0961936",
"중랑구","사회 갈등","현대사회 위험요인에 따른 피해정도","","5.92","5.4","5.61","5.62","5.75","","6.93","7.2325037","6.2617982",
"중랑구","경제위기","현대사회 위험요인에 따른 피해정도","","6.46","6","6.32","6.27","6.45","","7.33","6.970282","6.5784009",
"중랑구","사이버 보안, 개인정보유출 문제","현대사회 위험요인에 따른 피해정도","","","","","","","","","6.3605997","6.2837661",
"중랑구","안보","현대사회 위험요인에 따른 피해정도","","","","6.28","5.97","6.27","","6.11","","",
"중랑구","컴퓨터 바이러스 사이버범죄로 인한 혼란","현대사회 위험요인에 따른 피해정도","","5.81","5.5","5.77","5.7","6.07","","6.21","","",
"중랑구","인터넷 상의 괴롭힘","현대사회 위험요인에 따른 피해정도","","6.4","6.2","","","","","6.73","6.9744898","6.2322495",
"중랑구","화재","현대사회 위험요인에 따른 피해정도","","6.08","5.3","","","","","","","",
"중랑구","빈부격차 확대","현대사회 위험요인에 따른 피해정도","","6.52","6.2","","","","","","","",
"중랑구","아동, 노인, 장애인 방임 및 학대","현대사회 위험요인에 따른 피해정도","","","","","","","","","","6.0047256",
"성북구","종합","현대사회 위험요인에 따른 피해정도","","5.37","6.3","5.91","6.21","6.14","","6.98","6.967095","6.3258422",
"성북구","자연재해","현대사회 위험요인에 따른 피해정도","","5.4","6.7","5.98","6.49","6.09","","6.35","6.1802623","6.5265538",
"성북구","교통사고","현대사회 위험요인에 따른 피해정도","","5.71","6.4","","","","","","","",
"성북구","안전사고","현대사회 위험요인에 따른 피해정도","","","","5.63","5.9","6.26","","6.49","6.3368291","6.0459626",
"성북구","실업","현대사회 위험요인에 따른 피해정도","","5.4","6.4","6.11","6.29","6.24","","7.62","7.3137178","6.5554617",
"성북구","핵폐기물 방사능 사고","현대사회 위험요인에 따른 피해정도","","5.84","6.5","6.38","6.56","6.14","","6.28","","",
"성북구","감염병","현대사회 위험요인에 따른 피해정도","","5.17","6.4","6.07","6.58","6.11","","8.07","7.8835626","7.4157643",
"성북구","부정부패","현대사회 위험요인에 따른 피해정도","","5.15","5.7","5.56","5.83","6.18","","7.02","7.1870187","6.2020864",
"성북구","폭력 범죄","현대사회 위험요인에 따른 피해정도","","5.73","6.6","6.22","6.45","6.54","","7.09","6.8935725","5.8782695",
"성북구","사회 갈등","현대사회 위험요인에 따른 피해정도","","4.9","5.8","5.55","5.82","5.78","","7.33","7.3551688","6.3937721",
"성북구","경제위기","현대사회 위험요인에 따른 피해정도","","5.28","6.7","6.14","6.63","6.28","","7.33","7.0073136","6.5568792",
"성북구","사이버 보안, 개인정보유출 문제","현대사회 위험요인에 따른 피해정도","","","","","","","","","6.6097111","6.2304416",
"성북구","안보","현대사회 위험요인에 따른 피해정도","","","","5.7","5.85","6.19","","6.56","","",
"성북구","컴퓨터 바이러스 사이버범죄로 인한 혼란","현대사회 위험요인에 따른 피해정도","","5.35","6","5.72","5.92","5.75","","6.55","","",
"성북구","인터넷 상의 괴롭힘","현대사회 위험요인에 따른 피해정도","","5.01","6.5","","","","","7.02","6.9037932","5.9931819",
"성북구","화재","현대사회 위험요인에 따른 피해정도","","5.15","5.8","","","","","","","",
"성북구","빈부격차 확대","현대사회 위험요인에 따른 피해정도","","5.66","6.1","","","","","","","",
"성북구","아동, 노인, 장애인 방임 및 학대","현대사회 위험요인에 따른 피해정도","","","","","","","","","","5.7858907",
"강북구","종합","현대사회 위험요인에 따른 피해정도","","5.96","6.1","5.83","6.08","6.07","","6.86","6.8351304","6.4970059",
"강북구","자연재해","현대사회 위험요인에 따른 피해정도","","6.18","6.1","5.77","6.15","6.07","","6.18","6.112149","6.8114671",
"강북구","교통사고","현대사회 위험요인에 따른 피해정도","","6.18","6.3","","","","","","","",
"강북구","안전사고","현대사회 위험요인에 따른 피해정도","","","","5.75","6.19","6.1","","6.53","6.1040911","5.730124",
"강북구","실업","현대사회 위험요인에 따른 피해정도","","6.02","6","5.85","6.26","6.07","","7.73","7.163259","6.5061894",
"강북구","핵폐기물 방사능 사고","현대사회 위험요인에 따른 피해정도","","6.37","6.6","6.49","6.71","6.15","","6.21","","",
"강북구","감염병","현대사회 위험요인에 따른 피해정도","","5.47","6.1","6.03","6.23","6.24","","7.58","7.5666146","7.0751065",
"강북구","부정부패","현대사회 위험요인에 따른 피해정도","","5.74","5.6","5.47","5.74","5.99","","7.1","6.978569","6.9536603",
"강북구","폭력 범죄","현대사회 위험요인에 따른 피해정도","","6.06","6.4","6.26","6.24","6.3","","7.01","6.9067652","6.2085276",
"강북구","사회 갈등","현대사회 위험요인에 따른 피해정도","","5.68","5.5","5.37","5.47","5.76","","7.31","7.194751","6.9269894",
"강북구","경제위기","현대사회 위험요인에 따른 피해정도","","6.05","6","5.91","6.08","5.96","","6.69","6.8686848","6.7361751",
"강북구","사이버 보안, 개인정보유출 문제","현대사회 위험요인에 따른 피해정도","","","","","","","","","6.5702602","6.07928",
"강북구","안보","현대사회 위험요인에 따른 피해정도","","","","5.55","5.98","5.77","","6.5","","",
"강북구","컴퓨터 바이러스 사이버범죄로 인한 혼란","현대사회 위험요인에 따른 피해정도","","5.56","6","5.67","5.88","6.29","","6.52","","",
"강북구","인터넷 상의 괴롭힘","현대사회 위험요인에 따른 피해정도","","6.17","6.3","","","","","6.97","6.8861603","6.3055966",
"강북구","화재","현대사회 위험요인에 따른 피해정도","","5.83","5.7","","","","","","","",
"강북구","빈부격차 확대","현대사회 위험요인에 따른 피해정도","","6.23","6.2","","","","","","","",
"강북구","아동, 노인, 장애인 방임 및 학대","현대사회 위험요인에 따른 피해정도","","","","","","","","","","6.133949",
"도봉구","종합","현대사회 위험요인에 따른 피해정도","","6.32","6.2","5.84","6.05","6.1","","6.63","6.9192684","6.9705249",
"도봉구","자연재해","현대사회 위험요인에 따른 피해정도","","6.98","6.5","5.86","6.19","6.1","","6.18","6.0723444","7.3579619",
"도봉구","교통사고","현대사회 위험요인에 따른 피해정도","","6.98","6.9","","","","","","","",
"도봉구","안전사고","현대사회 위험요인에 따른 피해정도","","","","6.55","6.02","6.3","","5.84","6.2591761","6.8196112",
"도봉구","실업","현대사회 위험요인에 따른 피해정도","","6.68","6.2","5.94","6.06","6.36","","7.18","7.2375451","6.8764555",
"도봉구","핵폐기물 방사능 사고","현대사회 위험요인에 따른 피해정도","","6.74","6.4","6.19","6.26","6.2","","5.76","","",
"도봉구","감염병","현대사회 위험요인에 따른 피해정도","","6.3","6.4","5.9","6.25","6.23","","7.88","7.7888376","7.8437655",
"도봉구","부정부패","현대사회 위험요인에 따른 피해정도","","5.58","5.9","5.39","5.79","5.76","","6.74","7.011089","7.1441661",
"도봉구","폭력 범죄","현대사회 위험요인에 따른 피해정도","","6.61","6.4","6.12","6.3","6.3","","6.65","6.9411078","7.0939321",
"도봉구","사회 갈등","현대사회 위험요인에 따른 피해정도","","5.23","5.8","5.36","5.73","5.59","","7.31","7.1809951","7.1967442",
"도봉구","경제위기","현대사회 위험요인에 따른 피해정도","","6.78","6.6","5.83","6.44","6.31","","6.7","7.0080617","6.7597909",
"도봉구","사이버 보안, 개인정보유출 문제","현대사회 위험요인에 따른 피해정도","","","","","","","","","6.606024","6.874196",
"도봉구","안보","현대사회 위험요인에 따른 피해정도","","","","5.48","5.72","5.87","","5.93","","",
"도봉구","컴퓨터 바이러스 사이버범죄로 인한 혼란","현대사회 위험요인에 따른 피해정도","","5.74","5.7","5.59","5.79","6.06","","6.43","","",
"도봉구","인터넷 상의 괴롭힘","현대사회 위험요인에 따른 피해정도","","6.67","6.5","","","","","6.97","7.0875034","6.5439955",
"도봉구","화재","현대사회 위험요인에 따른 피해정도","","5.86","5.7","","","","","","","",
"도봉구","빈부격차 확대","현대사회 위험요인에 따른 피해정도","","6.07","6.1","","","","","","","",
"도봉구","아동, 노인, 장애인 방임 및 학대","현대사회 위험요인에 따른 피해정도","","","","","","","","","","6.1651553",
"노원구","종합","현대사회 위험요인에 따른 피해정도","","5.55","6.6","5.84","6.06","6.21","","6.76","7.0276956","6.7368327",
"노원구","자연재해","현대사회 위험요인에 따른 피해정도","","4.53","7.4","5.92","6.39","6.34","","6","6.2458663","7.1790161",
"노원구","교통사고","현대사회 위험요인에 따른 피해정도","","5.73","7.1","","","","","","","",
"노원구","안전사고","현대사회 위험요인에 따른 피해정도","","","","6.13","5.99","6.1","","5.77","6.3376693","6.3316991",
"노원구","실업","현대사회 위험요인에 따른 피해정도","","6.48","6.9","5.84","6.19","6.3","","7.52","7.4847144","6.9473664",
"노원구","핵폐기물 방사능 사고","현대사회 위험요인에 따른 피해정도","","7.26","7.5","6.07","6.62","6.54","","5.88","","",
"노원구","감염병","현대사회 위험요인에 따른 피해정도","","4.58","6.9","5.91","6.3","6.42","","8.1","7.8336151","8.1018798",
"노원구","부정부패","현대사회 위험요인에 따른 피해정도","","5.14","5.7","5.31","5.49","5.94","","7.08","7.3413001","6.7860457",
"노원구","폭력 범죄","현대사회 위험요인에 따른 피해정도","","6.09","6.8","5.92","6.44","6.23","","6.88","6.9306497","6.0019895",
"노원구","사회 갈등","현대사회 위험요인에 따른 피해정도","","5.91","5.7","5.3","5.42","5.83","","7.06","7.3808677","6.59417",
"노원구","경제위기","현대사회 위험요인에 따른 피해정도","","6.9","6.7","5.84","6.25","6.33","","7.23","7.089739","7.6917175",
"노원구","사이버 보안, 개인정보유출 문제","현대사회 위험요인에 따른 피해정도","","","","","","","","","6.5090306","5.8380458",
"노원구","안보","현대사회 위험요인에 따른 피해정도","","","","6.59","5.87","6.14","","6.23","","",
"노원구","컴퓨터 바이러스 사이버범죄로 인한 혼란","현대사회 위험요인에 따른 피해정도","","5.27","6.2","5.44","5.72","6.11","","6.45","","",
"노원구","인터넷 상의 괴롭힘","현대사회 위험요인에 따른 피해정도","","4.32","7.2","","","","","6.97","7.1235034","6.0346746",
"노원구","화재","현대사회 위험요인에 따른 피해정도","","5.1","5.9","","","","","","","",
"노원구","빈부격차 확대","현대사회 위험요인에 따른 피해정도","","4.88","6.1","","","","","","","",
"노원구","아동, 노인, 장애인 방임 및 학대","현대사회 위험요인에 따른 피해정도","","","","","","","","","","6.5985549",
"은평구","종합","현대사회 위험요인에 따른 피해정도","","5.68","6.1","6.04","6.16","6.24","","6.9","6.8781579","6.7373113",
"은평구","자연재해","현대사회 위험요인에 따른 피해정도","","5.07","5.9","6.13","6.06","6.17","","6.42","5.954804","6.5248151",
"은평구","교통사고","현대사회 위험요인에 따른 피해정도","","5.69","6.4","","","","","","","",
"은평구","안전사고","현대사회 위험요인에 따른 피해정도","","","","6.19","6.38","6.34","","6.29","6.1645175","6.2058829",
"은평구","실업","현대사회 위험요인에 따른 피해정도","","6","6.5","6.06","6.28","6.45","","7.6","7.1793458","6.4326954",
"은평구","핵폐기물 방사능 사고","현대사회 위험요인에 따른 피해정도","","5.42","6.9","6.29","6.6","6.29","","6.2","","",
"은평구","감염병","현대사회 위험요인에 따른 피해정도","","5.15","6.7","6.16","6.24","6.4","","8.17","7.8164207","7.6421644",
"은평구","부정부패","현대사회 위험요인에 따른 피해정도","","5.28","6","5.65","5.74","6.13","","7.03","7.026378","6.6243702",
"은평구","폭력 범죄","현대사회 위험요인에 따른 피해정도","","6.1","6.3","6.22","6.27","6.44","","6.93","7.0243112","7.109525",
"은평구","사회 갈등","현대사회 위험요인에 따른 피해정도","","5.54","5.9","5.52","5.73","5.73","","7.13","7.1362398","6.1595274",
"은평구","경제위기","현대사회 위험요인에 따른 피해정도","","6.17","6.3","6.01","6.26","6.41","","7.1","6.9558597","7.0008727",
"은평구","사이버 보안, 개인정보유출 문제","현대사회 위험요인에 따른 피해정도","","","","","","","","","6.4074296","6.6297675",
"은평구","안보","현대사회 위험요인에 따른 피해정도","","","","6.24","6.16","6.23","","6.51","","",
"은평구","컴퓨터 바이러스 사이버범죄로 인한 혼란","현대사회 위험요인에 따른 피해정도","","5.96","5.8","5.97","6.04","6.06","","6.41","","",
"은평구","인터넷 상의 괴롭힘","현대사회 위험요인에 따른 피해정도","","5.82","6.1","","","","","6.95","7.1162729","7.0625615",
"은평구","화재","현대사회 위험요인에 따른 피해정도","","5.74","5.7","","","","","","","",
"은평구","빈부격차 확대","현대사회 위험요인에 따른 피해정도","","5.93","5.7","","","","","","","",
"은평구","아동, 노인, 장애인 방임 및 학대","현대사회 위험요인에 따른 피해정도","","","","","","","","","","6.7182425",
"서대문구","종합","현대사회 위험요인에 따른 피해정도","","6.31","6.4","5.98","5.84","6.2","","6.91","6.9937709","6.6542805",
"서대문구","자연재해","현대사회 위험요인에 따른 피해정도","","5.82","6.6","5.84","5.69","6.22","","6.36","6.0142905","6.470473",
"서대문구","교통사고","현대사회 위험요인에 따른 피해정도","","6.42","6.4","","","","","","","",
"서대문구","안전사고","현대사회 위험요인에 따른 피해정도","","","","6.64","6.29","6.2","","6.3","6.2357473","6.5770799",
"서대문구","실업","현대사회 위험요인에 따른 피해정도","","6.8","6.4","5.82","5.84","6.3","","7.56","7.4723433","6.586331",
"서대문구","핵폐기물 방사능 사고","현대사회 위험요인에 따른 피해정도","","7.79","7.2","6.07","6.09","6.53","","5.91","","",
"서대문구","감염병","현대사회 위험요인에 따른 피해정도","","6.37","7.3","5.87","5.92","6.27","","7.99","7.68439","7.2678227",
"서대문구","부정부패","현대사회 위험요인에 따른 피해정도","","5.66","6.6","5.44","5.33","5.84","","7.24","7.2427613","6.5541535",
"서대문구","폭력 범죄","현대사회 위험요인에 따른 피해정도","","6.91","6.5","6.18","6","6.63","","7.08","7.0268655","6.8037966",
"서대문구","사회 갈등","현대사회 위험요인에 따른 피해정도","","5.92","6.3","5.4","5.36","5.92","","7.23","7.3827253","6.3322526",
"서대문구","경제위기","현대사회 위험요인에 따른 피해정도","","7.3","6.7","5.77","5.87","6.25","","7.27","7.0704758","6.6910547",
"서대문구","사이버 보안, 개인정보유출 문제","현대사회 위험요인에 따른 피해정도","","","","","","","","","6.6839015","6.8554961",
"서대문구","안보","현대사회 위험요인에 따른 피해정도","","","","6.9","6.09","6.1","","6.56","","",
"서대문구","컴퓨터 바이러스 사이버범죄로 인한 혼란","현대사회 위험요인에 따른 피해정도","","5.62","5.9","5.86","5.71","5.88","","6.46","","",
"서대문구","인터넷 상의 괴롭힘","현대사회 위험요인에 따른 피해정도","","6.25","6.3","","","","","7.02","7.1242082","6.7775604",
"서대문구","화재","현대사회 위험요인에 따른 피해정도","","5.27","5.7","","","","","","","",
"서대문구","빈부격차 확대","현대사회 위험요인에 따른 피해정도","","5.91","5.8","","","","","","","",
"서대문구","아동, 노인, 장애인 방임 및 학대","현대사회 위험요인에 따른 피해정도","","","","","","","","","","6.2810655",
"마포구","종합","현대사회 위험요인에 따른 피해정도","","6.57","6.1","6.33","5.83","6.21","","6.94","6.9286501","6.5787129",
"마포구","자연재해","현대사회 위험요인에 따른 피해정도","","6.85","5.8","6.66","5.72","6.39","","6.4","6.108444","6.3959894",
"마포구","교통사고","현대사회 위험요인에 따른 피해정도","","6.24","6.2","","","","","","","",
"마포구","안전사고","현대사회 위험요인에 따른 피해정도","","","","6.71","6.3","6.21","","6.59","6.2452002","6.0976383",
"마포구","실업","현대사회 위험요인에 따른 피해정도","","6.18","6.1","6.37","5.77","6.25","","7.62","7.3520004","6.8154886",
"마포구","핵폐기물 방사능 사고","현대사회 위험요인에 따른 피해정도","","7.37","6.4","6.71","6.06","6.63","","6.18","","",
"마포구","감염병","현대사회 위험요인에 따른 피해정도","","7.26","6.1","6.57","5.82","6.45","","7.9","7.5978916","7.4586036",
"마포구","부정부패","현대사회 위험요인에 따른 피해정도","","6.57","5.4","5.56","5.37","5.71","","7.26","7.2998065","6.9410007",
"마포구","폭력 범죄","현대사회 위험요인에 따른 피해정도","","6.81","6.5","6.51","6.02","6.64","","6.9","6.7975243","6.3843438",
"마포구","사회 갈등","현대사회 위험요인에 따른 피해정도","","6.43","5.6","5.71","5.36","5.73","","7.34","7.3702086","6.8333162",
"마포구","경제위기","현대사회 위험요인에 따른 피해정도","","6.64","6.5","6.33","5.73","6.16","","7.12","6.9851449","7.2109922",
"마포구","사이버 보안, 개인정보유출 문제","현대사회 위험요인에 따른 피해정도","","","","","","","","","6.5613402","6.3296019",
"마포구","안보","현대사회 위험요인에 따른 피해정도","","","","6.23","6.2","6.36","","6.52","","",
"마포구","컴퓨터 바이러스 사이버범죄로 인한 혼란","현대사회 위험요인에 따른 피해정도","","6.71","6","6.23","5.72","5.75","","6.45","","",
"마포구","인터넷 상의 괴롭힘","현대사회 위험요인에 따른 피해정도","","6.14","6.2","","","","","6.99","6.96894","6.348993",
"마포구","화재","현대사회 위험요인에 따른 피해정도","","6.19","5.9","","","","","","","",
"마포구","빈부격차 확대","현대사회 위험요인에 따른 피해정도","","6.07","6","","","","","","","",
"마포구","아동, 노인, 장애인 방임 및 학대","현대사회 위험요인에 따른 피해정도","","","","","","","","","","5.5498737",
"양천구","종합","현대사회 위험요인에 따른 피해정도","","5.76","5.1","6.26","5.68","5.91","","6.43","6.7558618","4.5939891",
"양천구","자연재해","현대사회 위험요인에 따른 피해정도","","5.59","5","6.17","5.68","6.18","","5.81","5.8317458","4.1878454",
"양천구","교통사고","현대사회 위험요인에 따른 피해정도","","5.81","4.9","","","","","","","",
"양천구","안전사고","현대사회 위험요인에 따른 피해정도","","","","7.02","6.32","6.23","","5.7","6.0975415","4.8030578",
"양천구","실업","현대사회 위험요인에 따른 피해정도","","5.84","5","6.2","5.68","5.92","","7.09","7.1076558","4.5596646",
"양천구","핵폐기물 방사능 사고","현대사회 위험요인에 따른 피해정도","","6.25","5.8","6.35","5.72","6.15","","5.57","","",
"양천구","감염병","현대사회 위험요인에 따른 피해정도","","5.44","5.1","6.36","5.49","6.06","","7.67","7.6388672","5.2273229",
"양천구","부정부패","현대사회 위험요인에 따른 피해정도","","5.47","4.9","5.65","5.21","5.5","","6.68","6.9471206","4.5642482",
"양천구","폭력 범죄","현대사회 위험요인에 따른 피해정도","","6.14","5.3","6.28","5.96","6.06","","6.49","6.9192854","4.5083819",
"양천구","사회 갈등","현대사회 위험요인에 따른 피해정도","","5.29","4.7","5.67","5.28","5.44","","6.79","7.0511652","4.6845291",
"양천구","경제위기","현대사회 위험요인에 따른 피해정도","","5.98","4.6","6.19","5.46","5.79","","6.61","6.7814825","4.2489112",
"양천구","사이버 보안, 개인정보유출 문제","현대사회 위험요인에 따른 피해정도","","","","","","","","","6.4036769","4.5657442",
"양천구","안보","현대사회 위험요인에 따른 피해정도","","","","6.84","6.16","6","","5.9","","",
"양천구","컴퓨터 바이러스 사이버범죄로 인한 혼란","현대사회 위험요인에 따른 피해정도","","5.74","5","6.09","5.55","5.73","","6.23","","",
"양천구","인터넷 상의 괴롭힘","현대사회 위험요인에 따른 피해정도","","5.47","5.5","","","","","6.59","6.780077","4.4859068",
"양천구","화재","현대사회 위험요인에 따른 피해정도","","5.65","4.9","","","","","","","",
"양천구","빈부격차 확대","현대사회 위험요인에 따른 피해정도","","6.22","5.8","","","","","","","",
"양천구","아동, 노인, 장애인 방임 및 학대","현대사회 위험요인에 따른 피해정도","","","","","","","","","","4.6982677",
"강서구","종합","현대사회 위험요인에 따른 피해정도","","5.53","5.5","6.1","6.15","5.86","","6.79","6.8986925","7.0829045",
"강서구","자연재해","현대사회 위험요인에 따른 피해정도","","5.61","5.4","6.21","6.18","5.91","","5.94","6.0674497","6.951011",
"강서구","교통사고","현대사회 위험요인에 따른 피해정도","","5.56","5.6","","","","","","","",
"강서구","안전사고","현대사회 위험요인에 따른 피해정도","","","","6.53","6.55","5.94","","5.84","6.2294225","6.6977631",
"강서구","실업","현대사회 위험요인에 따른 피해정도","","5.64","6","6.11","6.23","5.99","","7.67","7.1946498","7.4235743",
"강서구","핵폐기물 방사능 사고","현대사회 위험요인에 따른 피해정도","","5.79","5.5","6.3","6.4","6.13","","6.03","","",
"강서구","감염병","현대사회 위험요인에 따른 피해정도","","5.45","5.4","6.36","6.32","5.88","","8.27","7.8857497","7.5785291",
"강서구","부정부패","현대사회 위험요인에 따른 피해정도","","5.36","5.3","5.68","5.62","5.56","","7.3","6.993719","7.2537214",
"강서구","폭력 범죄","현대사회 위험요인에 따른 피해정도","","5.36","5.8","6.21","6.39","6.03","","6.92","6.9643569","7.1253381",
"강서구","사회 갈등","현대사회 위험요인에 따른 피해정도","","5.32","5.3","5.67","5.56","5.43","","7.36","7.1944195","7.2572874",
"강서구","경제위기","현대사회 위험요인에 따른 피해정도","","5.65","6","6.04","6.01","5.83","","6.84","6.9189544","7.5219372",
"강서구","사이버 보안, 개인정보유출 문제","현대사회 위험요인에 따른 피해정도","","","","","","","","","6.4369745","6.8741122",
"강서구","안보","현대사회 위험요인에 따른 피해정도","","","","5.79","6.18","6.01","","5.97","","",
"강서구","컴퓨터 바이러스 사이버범죄로 인한 혼란","현대사회 위험요인에 따른 피해정도","","5.56","5.3","6.2","6.17","5.71","","6.42","","",
"강서구","인터넷 상의 괴롭힘","현대사회 위험요인에 따른 피해정도","","5.31","5.5","","","","","6.86","7.1012286","6.6502774",
"강서구","화재","현대사회 위험요인에 따른 피해정도","","5.52","5.5","","","","","","","",
"강서구","빈부격차 확대","현대사회 위험요인에 따른 피해정도","","5.74","5.5","","","","","","","",
"강서구","아동, 노인, 장애인 방임 및 학대","현대사회 위험요인에 따른 피해정도","","","","","","","","","","6.5783983",
"구로구","종합","현대사회 위험요인에 따른 피해정도","","6.07","5.6","6.18","6.23","6.3","","6.85","6.966325","6.9899667",
"구로구","자연재해","현대사회 위험요인에 따른 피해정도","","5.32","6.4","6.18","6.64","6.32","","6.25","5.9824082","6.677066",
"구로구","교통사고","현대사회 위험요인에 따른 피해정도","","5.67","5.7","","","","","","","",
"구로구","안전사고","현대사회 위험요인에 따른 피해정도","","","","5.48","6.09","6.42","","6.21","6.3102497","6.5362227",
"구로구","실업","현대사회 위험요인에 따른 피해정도","","6.27","5.7","6.42","6.25","6.34","","7.64","7.3858923","7.3330194",
"구로구","핵폐기물 방사능 사고","현대사회 위험요인에 따른 피해정도","","5.9","6","6.51","6.53","6.58","","6","","",
"구로구","감염병","현대사회 위험요인에 따른 피해정도","","5.47","5.8","6.66","6.57","6.36","","8.27","7.925937","8.209186",
"구로구","부정부패","현대사회 위험요인에 따른 피해정도","","6.19","5","5.92","5.75","5.8","","7","7.2211285","7.2887759",
"구로구","폭력 범죄","현대사회 위험요인에 따른 피해정도","","6.81","5.8","6.71","6.56","6.63","","7.03","7.0527373","6.581478",
"구로구","사회 갈등","현대사회 위험요인에 따른 피해정도","","6.44","5","5.99","5.78","5.96","","7.3","7.4173751","7.1448576",
"구로구","경제위기","현대사회 위험요인에 따른 피해정도","","6.74","5.3","6.33","6.13","6.43","","7.27","7.0717531","7.4682815",
"구로구","사이버 보안, 개인정보유출 문제","현대사회 위험요인에 따른 피해정도","","","","","","","","","6.3904736","6.715487",
"구로구","안보","현대사회 위험요인에 따른 피해정도","","","","5.36","5.92","6.14","","6.29","","",
"구로구","컴퓨터 바이러스 사이버범죄로 인한 혼란","현대사회 위험요인에 따른 피해정도","","6.27","5.6","6.43","6.32","6.29","","6.24","","",
"구로구","인터넷 상의 괴롭힘","현대사회 위험요인에 따른 피해정도","","5.16","5.8","","","","","6.75","6.9052949","6.498903",
"구로구","화재","현대사회 위험요인에 따른 피해정도","","6.49","5.4","","","","","","","",
"구로구","빈부격차 확대","현대사회 위험요인에 따른 피해정도","","6.2","5.8","","","","","","","",
"구로구","아동, 노인, 장애인 방임 및 학대","현대사회 위험요인에 따른 피해정도","","","","","","","","","","6.4363572",
"금천구","종합","현대사회 위험요인에 따른 피해정도","","5.95","6.6","6.27","6.32","6.03","","6.57","6.9210783","6.2338742",
"금천구","자연재해","현대사회 위험요인에 따른 피해정도","","6.1","6.5","5.95","6.27","5.88","","5.86","5.8725887","5.2364307",
"금천구","교통사고","현대사회 위험요인에 따른 피해정도","","6.36","6.8","","","","","","","",
"금천구","안전사고","현대사회 위험요인에 따른 피해정도","","","","6.63","6.15","6.39","","5.74","6.1842593","5.3604587",
"금천구","실업","현대사회 위험요인에 따른 피해정도","","5.7","6.6","6.37","6.44","6.14","","7.62","7.3629387","6.8423681",
